time_s,latency_ms
3.520254,7.1224
3.527377,7.1228
3.534662,7.2841
3.541790,7.1260
3.548916,7.1254
3.556041,7.1237
3.563210,7.1681
3.570344,7.1334
3.577488,7.1396
3.584612,7.1220
3.591737,7.1233
3.598860,7.1222
3.605984,7.1233
3.613107,7.1219
3.620230,7.1223
3.627353,7.1219
3.634484,7.1308
3.641607,7.1219
3.648730,7.1229
3.655871,7.1315
3.662995,7.1226
3.670203,7.2080
3.677326,7.1215
3.684450,7.1232
3.691573,7.1222
3.698704,7.1303
3.705867,7.1616
3.712997,7.1274
3.720121,7.1225
3.727244,7.1226
3.734369,7.1241
3.741492,7.1221
3.748618,7.1247
3.755742,7.1240
3.762866,7.1226
3.769989,7.1224
3.777206,7.2154
3.784335,7.1288
3.791458,7.1222
3.798582,7.1227
3.805706,7.1240
3.812829,7.1222
3.819952,7.1216
3.827075,7.1224
3.834200,7.1237
3.841324,7.1229
3.848447,7.1221
3.855570,7.1226
3.862695,7.1239
3.869820,7.1242
3.876944,7.1228
3.884114,7.1700
3.891237,7.1214
3.898361,7.1232
3.905495,7.1331
3.912623,7.1242
3.919747,7.1230
3.926869,7.1216
3.933995,7.1253
3.941119,7.1226
3.948242,7.1226
3.955365,7.1227
3.962489,7.1227
3.969615,7.1255
3.976741,7.1243
3.983880,7.1387
3.991070,7.1863
3.998193,7.1228
4.005317,7.1221
4.012440,7.1223
4.019565,7.1243
4.026689,7.1233
4.033813,7.1229
4.040938,7.1234
4.048090,7.1516
4.055216,7.1216
4.062339,7.1225
4.069461,7.1215
4.076584,7.1215
4.083708,7.1240
4.090831,7.1218
4.098019,7.1867
4.105141,7.1218
4.112270,7.1278
4.119394,7.1227
4.126518,7.1234
4.133641,7.1222
4.140765,7.1232
4.147889,7.1237
4.155012,7.1218
4.162135,7.1226
4.169258,7.1218
4.176380,7.1217
4.183504,7.1228
4.190627,7.1221
4.197751,7.1236
4.204922,7.1703
4.212046,7.1231
4.219171,7.1240
4.226294,7.1222
4.233417,7.1222
4.240545,7.1266
4.247671,7.1252
4.254793,7.1213
4.261917,7.1227
4.269039,7.1219
4.276162,7.1216
4.283287,7.1243
4.290410,7.1222
4.297533,7.1229
4.304659,7.1244
4.311861,7.2018
4.318984,7.1223
4.326108,7.1223
4.333230,7.1214
4.340352,7.1217
4.347476,7.1228
4.354597,7.1208
4.361720,7.1224
4.368847,7.1258
4.375970,7.1222
4.383095,7.1243
4.390218,7.1215
4.397340,7.1218
4.404463,7.1221
4.411587,7.1227
4.418772,7.1846
4.425894,7.1207
4.433293,7.3985
4.440418,7.1221
4.447542,7.1232
4.454666,7.1232
4.461789,7.1215
4.468911,7.1212
4.476033,7.1218
4.483158,7.1235
4.490281,7.1221
4.497407,7.1258
4.504530,7.1214
4.511656,7.1253
4.518781,7.1244
4.525986,7.2031
4.533108,7.1220
4.540235,7.1256
4.547358,7.1226
4.554481,7.1218
4.561739,7.2572
4.568869,7.1287
4.575995,7.1216
4.583118,7.1212
4.590240,7.1214
4.597363,7.1201
4.604489,7.1249
4.611612,7.1221
4.618754,7.1414
4.625901,7.1422
4.633091,7.1891
4.640213,7.1213
4.647337,7.1226
4.654465,7.1275
4.661589,7.1231
4.668713,7.1227
4.675835,7.1213
4.682958,7.1216
4.690086,7.1275
4.697209,7.1221
4.704332,7.1217
4.711455,7.1221
4.718578,7.1228
4.725703,7.1235
4.732825,7.1217
4.740033,7.2067
4.747156,7.1223
4.754287,7.1303
4.761409,7.1209
4.768538,7.1283
4.775663,7.1236
4.782786,7.1230
4.789909,7.1212
4.797031,7.1216
4.804154,7.1220
4.811316,7.1610
4.818450,7.1299
4.825573,7.1218
4.832696,7.1225
4.839819,7.1220
4.847030,7.2103
4.854153,7.1216
4.861276,7.1225
4.868399,7.1217
4.875521,7.1217
4.882664,7.1425
4.889787,7.1217
4.896911,7.1235
4.904041,7.1285
4.911175,7.1327
4.918298,7.1223
4.925420,7.1209
4.932542,7.1214
4.939667,7.1245
4.946789,7.1213
4.953965,7.1748
4.961086,7.1207
4.968211,7.1232
4.975334,7.1225
4.982458,7.1233
4.989581,7.1215
4.996703,7.1219
5.003824,7.1202
5.010954,7.1295
5.018076,7.1208
5.025199,7.1215
5.032321,7.1211
5.039444,7.1227
5.046567,7.1221
5.053691,7.1228
5.060880,7.1881
5.068004,7.1233
5.075127,7.1225
5.082249,7.1215
5.089371,7.1213
5.096495,7.1229
5.103617,7.1214
5.110741,7.1231
5.117864,7.1219
5.124987,7.1218
5.132109,7.1213
5.139255,7.1448
5.146377,7.1206
5.153500,7.1217
5.160622,7.1217
5.167803,7.1799
5.174926,7.1221
5.182048,7.1210
5.189171,7.1220
5.196292,7.1210
5.203419,7.1257
5.210541,7.1211
5.217664,7.1223
5.224786,7.1207
5.231909,7.1226
5.239034,7.1235
5.246156,7.1215
5.253287,7.1298
5.260421,7.1326
5.267545,7.1230
5.274751,7.2059
5.281874,7.1220
5.288998,7.1224
5.296124,7.1255
5.303249,7.1240
5.310372,7.1221
5.317497,7.1236
5.324619,7.1218
5.331747,7.1264
5.338869,7.1209
5.345991,7.1212
5.353115,7.1229
5.360236,7.1206
5.367358,7.1211
5.374481,7.1221
5.381663,7.1809
5.388788,7.1240
5.395911,7.1219
5.403033,7.1216
5.410154,7.1206
5.417278,7.1231
5.424400,7.1211
5.431526,7.1244
5.438654,7.1269
5.445776,7.1215
5.453127,7.3497
5.460259,7.1296
5.467381,7.1217
5.474503,7.1210
5.481632,7.1228
5.488868,7.2346
5.496112,7.2430
5.503445,7.3316
5.510665,7.2181
5.517936,7.2694
5.525097,7.1596
5.532251,7.1529
5.539444,7.1924
5.546600,7.1540
5.553753,7.1519
5.560891,7.1373
5.568032,7.1399
5.575196,7.1627
5.582483,7.2862
5.589616,7.1311
5.596749,7.1324
5.603896,7.1454
5.611025,7.1282
5.618155,7.1286
5.625283,7.1273
5.632412,7.1281
5.639538,7.1243
5.646692,7.1534
5.653825,7.1314
5.660952,7.1254
5.668086,7.1329
5.675217,7.1299
5.682348,7.1296
5.689477,7.1287
5.696605,7.1260
5.703736,7.1297
5.710869,7.1328
5.717998,7.1272
5.725126,7.1268
5.732255,7.1282
5.739397,7.1405
5.746548,7.1503
5.753676,7.1262
5.760822,7.1448
5.767948,7.1255
5.775080,7.1304
5.782207,7.1261
5.789333,7.1250
5.796459,7.1248
